,id,food,animal
0,56,99.92622454156972,cat
1,56,99.92622454156972,cat
2,56,99.92622454156972,dog
3,56,99.92622454156972,rat
4,56,99.92622454156972,rat
5,56,99.92622454156972,rat
6,56,99.92622454156972,cat
7,56,99.92622454156972,dog
8,56,99.92622454156972,cat
9,56,99.92622454156972,dog
10,56,99.92622454156972,cat
11,56,99.92622454156972,dog
12,56,99.92622454156972,dog
13,56,99.92622454156972,dog
14,56,99.92622454156972,cat
15,56,99.92622454156972,dog
16,56,99.92622454156972,cat
17,56,99.92622454156972,dog
18,56,99.92622454156972,cat
19,56,99.92622454156972,cat
20,56,99.92622454156972,dog
21,56,99.92622454156972,dog
22,56,99.92622454156972,cat
23,56,99.92622454156972,dog
24,56,99.92622454156972,dog
25,56,99.92622454156972,rat
26,56,99.92622454156972,rat
27,56,99.92622454156972,cat
28,56,99.92622454156972,dog
29,56,99.92622454156972,rat
30,56,99.92622454156972,cat
31,56,99.92622454156972,rat
32,56,99.92622454156972,cat
33,56,99.92622454156972,cat
34,56,99.92622454156972,dog
35,56,99.92622454156972,rat
36,56,99.92622454156972,cat
37,56,99.92622454156972,dog
38,56,99.92622454156972,dog
39,56,99.92622454156972,dog
40,56,99.92622454156972,dog
41,56,99.92622454156972,cat
42,56,99.92622454156972,dog
43,56,99.92622454156972,cat
44,56,99.92622454156972,rat
45,56,99.92622454156972,dog
46,56,99.92622454156972,rat
47,56,99.92622454156972,rat
48,56,99.92622454156972,dog
49,56,99.92622454156972,cat
50,56,99.92622454156972,cat
51,56,99.92622454156972,cat
52,56,99.92622454156972,cat
53,56,99.92622454156972,rat
54,56,99.92622454156972,cat
55,56,99.92622454156972,rat
56,56,99.92622454156972,dog
57,56,99.92622454156972,rat
58,56,99.92622454156972,cat
59,56,99.92622454156972,cat
60,56,99.92622454156972,dog
61,56,99.92622454156972,rat
62,56,99.92622454156972,rat
63,56,99.92622454156972,rat
64,56,99.92622454156972,rat
65,56,99.92622454156972,cat
66,56,99.92622454156972,rat
67,56,99.92622454156972,dog
68,56,99.92622454156972,dog
69,56,99.92622454156972,dog
70,56,99.92622454156972,dog
71,56,99.92622454156972,rat
72,56,99.92622454156972,cat
73,56,99.92622454156972,cat
74,56,99.92622454156972,dog
75,56,99.92622454156972,cat
76,56,99.92622454156972,rat
77,56,99.92622454156972,rat
78,56,99.92622454156972,cat
79,56,99.92622454156972,dog
80,56,99.92622454156972,rat
81,56,99.92622454156972,dog
82,56,99.92622454156972,dog
83,56,99.92622454156972,cat
84,56,99.92622454156972,rat
85,56,99.92622454156972,dog
86,56,99.92622454156972,cat
87,56,99.92622454156972,dog
88,56,99.92622454156972,dog
89,56,99.92622454156972,dog
90,56,99.92622454156972,rat
91,56,99.92622454156972,cat
92,56,99.92622454156972,cat
93,56,99.92622454156972,dog
94,56,99.92622454156972,rat
95,56,99.92622454156972,rat
96,56,99.92622454156972,cat
97,56,99.92622454156972,dog
98,56,99.92622454156972,rat
99,56,99.92622454156972,dog
